dataset_id	model_id	profile_col	covar_set	term	estimate	std_error	p_value	ci_low	ci_high	n_obs	n_ids	log_likelihood	aic	bic
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	sex	0.041744511228398576	0.017286547567418514	0.01574146134872044	0.007863500579219806	0.07562552187757735	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	education_c	-0.0326278463448848	0.0048957597235955025	2.6554734513857163e-11	-0.04222335908009376	-0.023032333609675847	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	residence_rural_w1	0.05806157500506335	0.017451053126094802	0.0008775169689510415	0.023858139385622416	0.09226501062450429	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	core_disease_count_w1	0.08001125435247772	0.0072707025354837185	3.630788013304004e-28	0.06576093924062558	0.09426156946432986	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	adl5_w1	0.5323653492879596	0.008701062049357314	0.0	0.515311581043971	0.5494191175319483	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	Group Var	0.21297215892868285	0.01094507340508323	2.48031672278454e-84	0.19152020924657254	0.23442410861079316	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	Intercept	-4.982667763259374	0.2831935380774094	2.7111858301035736e-69	-5.537716898545569	-4.427618627973179	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	C(ft_profile)[T.mixed]	-0.15560174293280396	0.07312097220236285	0.033336727441594036	-0.29891621496398957	-0.012287270901618325	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	C(ft_profile)[T.shock_spike]	-0.029597195037541504	0.08840807410688752	0.7377915605907277	-0.20287383622958916	0.14367944615450612	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	C(ft_profile)[T.stable_low]	-0.3154945204285005	0.061841784672325435	3.367228526761939e-07	-0.4367021911259395	-0.19428684973106153	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	t_years	0.14171957205798694	0.013671100406160545	3.5269856971681835e-25	0.11492470763288136	0.1685144364830925	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	t_years:C(ft_profile)[T.mixed]	-0.018755953468188084	0.019689218365630534	0.3407926728944465	-0.05734611234856852	0.01983420541219235	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	t_years:C(ft_profile)[T.shock_spike]	-0.025556164460983428	0.025363312626665968	0.3136448122990475	-0.07526734373787872	0.024155014815911865	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	t_years:C(ft_profile)[T.stable_low]	-0.03502590471041726	0.01619817272482917	0.03059222640923903	-0.06677373986644147	-0.0032780695543930607	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	baseline_age	0.02631883787523137	0.003738399558664077	1.9205355524084725e-12	0.018991709380429347	0.03364596637003339	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	sex	0.1221216508421994	0.04878686688488941	0.012308762318920658	0.02650114882926634	0.2177421528551325	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	education_c	-0.10603857978467253	0.014104384504404283	5.556573580053637e-14	-0.13368266543740975	-0.07839449413193532	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
main_cohort	gee_binomial	ft_profile	baseline_disease_adl	residence_rural_w1	0.19695005983915786	0.05078448258697222	0.0001052519534708043	0.0974143029951908	0.2964858166831249	19376	5055	-4405.784352451969	8839.568704903939	-185643.42903983494
